1.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.162916212461156285e-01
1.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000000e+00,3.666666666666666519e+00,-1.779541888050622855e+00
1.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000000e+00,6.333333333333333037e+00,-9.415059568268687729e-01
1.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000000e+00,9.000000000000000000e+00,-2.254671080905711056e-01
3.000000000000000000e+00,3.100000000000000089e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.002990687887714616e-01
3.000000000000000000e+00,3.100000000000000089e+00,1.000000000000000000e+00,3.666666666666666519e+00,-4.952785890718161887e+00
3.000000000000000000e+00,3.100000000000000089e+00,1.000000000000000000e+00,6.333333333333333037e+00,-9.590315320743905136e-01
3.000000000000000000e+00,3.100000000000000089e+00,1.000000000000000000e+00,9.000000000000000000e+00,7.204603651029299893e-01
5.000000000000000000e+00,5.099999999999999645e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.059869742574909957e+00
5.000000000000000000e+00,5.099999999999999645e+00,1.000000000000000000e+00,3.666666666666666519e+00,-6.365210128216960861e+00
5.000000000000000000e+00,5.099999999999999645e+00,1.000000000000000000e+00,6.333333333333333037e+00,6.020767594423100944e-01
5.000000000000000000e+00,5.099999999999999645e+00,1.000000000000000000e+00,9.000000000000000000e+00,1.452299043785120647e+00
7.000000000000000000e+00,7.099999999999999645e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.424724867325823041e+00
7.000000000000000000e+00,7.099999999999999645e+00,1.000000000000000000e+00,3.666666666666666519e+00,-7.525497612927501301e+00
7.000000000000000000e+00,7.099999999999999645e+00,1.000000000000000000e+00,6.333333333333333037e+00,1.568014529766646126e+00
7.000000000000000000e+00,7.099999999999999645e+00,1.000000000000000000e+00,9.000000000000000000e+00,3.908097871987099570e+00
9.000000000000000000e+00,9.099999999999999645e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.662936640350700657e+00
9.000000000000000000e+00,9.099999999999999645e+00,1.000000000000000000e+00,3.666666666666666519e+00,-8.162916446687200178e+00
9.000000000000000000e+00,9.099999999999999645e+00,1.000000000000000000e+00,6.333333333333333037e+00,-7.209934700488730419e-01
9.000000000000000000e+00,9.099999999999999645e+00,1.000000000000000000e+00,9.000000000000000000e+00,5.303335478170091655e+00
1.000000000000000000e+00,1.100000000000000089e+00,3.666666666666666519e+00,1.000000000000000000e+00,1.288295461483897508e+00
1.000000000000000000e+00,1.100000000000000089e+00,3.666666666666666519e+00,3.666666666666666519e+00,-1.408092380135062660e+00
1.000000000000000000e+00,1.100000000000000089e+00,3.666666666666666519e+00,6.333333333333333037e+00,2.973414588064742792e-01
1.000000000000000000e+00,1.100000000000000089e+00,3.666666666666666519e+00,9.000000000000000000e+00,3.431369258363590746e-01
