0.000000000000000000e+00,8.230608678082064200e-01
5.025125628140703765e-02,8.111036614866623529e-01
1.005025125628140753e-01,7.891950898145090321e-01
1.507537688442211199e-01,7.566033003993450912e-01
2.010050251256281506e-01,7.127594483767664135e-01
2.512562814070352091e-01,6.572770547089022974e-01
3.015075376884422398e-01,5.899666588308666304e-01
3.517587939698492705e-01,5.108454149129626476e-01
4.020100502512563012e-01,4.201414490641483535e-01
4.522613065326633319e-01,3.182929637150060387e-01
5.025125628140704181e-01,2.059422391250336493e-01
5.527638190954774489e-01,8.392483476790590924e-02
6.030150753768844796e-01,-4.674556985392561148e-02
6.532663316582915103e-01,-1.848961389807390887e-01
7.035175879396985410e-01,-3.292170003462961403e-01
7.537688442211055717e-01,-4.782858059198039635e-01
8.040201005025126024e-01,-6.305939798596168488e-01
8.542713567839196331e-01,-7.845738889425235563e-01
9.045226130653266639e-01,-9.386261867751607424e-01
9.547738693467336946e-01,-1.091146624284865307e+00
1.005025125628140836e+00,-1.240551682564628777e+00
1.055276381909547867e+00,-1.385302466575463187e+00
1.105527638190954898e+00,-1.523926395348877971e+00
1.155778894472361928e+00,-1.655036331620270085e+00
1.206030150753768959e+00,-1.777346906479668309e+00
1.256281407035175990e+00,-1.889687907847937609e+00
1.306532663316583021e+00,-1.991014710755666606e+00
1.356783919597990051e+00,-2.080415828265135048e+00
1.407035175879397082e+00,-2.157117750713083648e+00
1.457286432160804113e+00,-2.220487314717183747e+00
1.507537688442211143e+00,-2.270031899815655674e+00
1.557788944723618174e+00,-2.305397788286874583e+00
1.608040201005025205e+00,-2.326367042099419802e+00
1.658291457286432236e+00,-2.332853250435867221e+00
1.708542713567839266e+00,-2.324896483019525117e+00
1.758793969849246297e+00,-2.302657750523481983e+00
1.809045226130653328e+00,-2.266413226283103821e+00
1.859296482412060358e+00,-2.216548426519213688e+00
1.909547738693467389e+00,-2.153552482826369907e+00
1.959798994974874420e+00,-2.078012574509311872e+00
2.010050251256281673e+00,-1.990608523204395075e+00
2.060301507537688703e+00,-1.892107491700057320e+00
2.110552763819095734e+00,-1.783358676260176523e+00
2.160804020100502765e+00,-1.665287839889542987e+00
2.211055276381909795e+00,-1.538891505113139546e+00
2.261306532663316826e+00,-1.405230610544420333e+00
2.311557788944723857e+00,-1.265423436621192277e+00
2.361809045226130888e+00,-1.120637622442911541e+00
2.412060301507537918e+00,-9.720811269288597289e-01
2.462311557788944949e+00,-8.209920320721552089e-01
2.512562814070351980e+00,-6.686271417637620340e-01
2.562814070351759010e+00,-5.162493938075692901e-01
2.613065326633166041e+00,-3.651141722020349589e-01
2.663316582914573072e+00,-2.164546780851830943e-01
2.713567839195980103e+00,-7.146658734195092399e-02
2.763819095477387133e+00,6.870771281028313637e-02
2.814070351758794164e+00,2.029949602971892475e-01
2.864321608040201195e+00,3.304065358399697616e-01
2.914572864321608225e+00,4.500532402746088567e-01
2.964824120603015256e+00,5.611588966771239306e-01
3.015075376884422287e+00,6.630723466485395345e-01
3.065326633165829318e+00,7.552774324263215044e-01
3.115577889447236348e+00,8.374005966472291007e-01
3.165829145728643379e+00,9.092157885489201563e-01
3.216080402010050410e+00,9.706464373722135663e-01
3.266331658291457440e+00,1.021764338235367831e+00
3.316582914572864471e+00,1.062785389730486418e+00
3.366834170854271502e+00,1.094062222409889040e+00
3.417085427135678533e+00,1.116073859332002094e+00
3.467336683417085563e+00,1.129412649903513088e+00
3.517587939698492594e+00,1.134768812366970803e+00
3.567839195979899625e+00,1.132913004589089834e+00
3.618090452261306655e+00,1.124677413780278634e+00
3.668341708542713686e+00,1.110935910373989977e+00
3.718592964824120717e+00,1.092583847076521009e+00
3.768844221105527748e+00,1.070518099339418328e+00
3.819095477386934778e+00,1.045617937276208442e+00
3.869346733668341809e+00,1.018727291250091094e+00
3.919597989949748840e+00,9.906389247594231673e-01
3.969849246231155870e+00,9.620809604334386034e-01
4.020100502512563345e+00,9.337061202875519550e-01
4.070351758793970376e+00,9.060839429303847448e-01
4.120603015075377407e+00,8.796961317921476731e-01
4.170854271356784437e+00,8.549350737200641648e-01
4.221105527638191468e+00,8.321054508045941933e-01
4.271356783919598499e+00,8.114287545126118717e-01
4.321608040201005529e+00,7.930504044998933910e-01
4.371859296482412560e+00,7.770490790068553810e-01
4.422110552763819591e+00,7.634477832598159930e-01
4.472361809045226622e+00,7.522261200055571084e-01
4.522613065326633652e+00,7.433331847218882515e-01
4.572864321608040683e+00,7.367004889107954257e-01
4.623115577889447714e+00,7.322543190798401769e-01
4.673366834170854744e+00,7.299269665438193888e-01
4.723618090452261775e+00,7.296663131243728007e-01
4.773869346733668806e+00,7.314433284138849301e-01
4.824120603015075837e+00,7.352571229182509605e-01
4.874371859296482867e+00,7.411373048058093049e-01
4.924623115577889898e+00,7.491435022835626345e-01
4.974874371859296929e+00,7.593620344684328671e-01
5.025125628140703959e+00,7.718998364123283995e-01
5.075376884422110990e+00,7.868758639596064031e-01
5.125628140703518021e+00,8.044103167210099326e-01
5.175879396984925052e+00,8.246121182430996566e-01
5.226130653266332082e+00,8.475651774583559117e-01
5.276381909547739113e+00,8.733140213049148670e-01
5.326633165829146144e+00,9.018494322947435693e-01
5.376884422110553174e+00,9.330947448732312965e-01
5.427135678391960205e+00,9.668934496212197027e-01
5.477386934673367236e+00,1.002998724589631463e+00
5.527638190954774267e+00,1.041065459142863636e+00
5.577889447236181297e+00,1.080645259336455499e+00
5.628140703517588328e+00,1.121184827622725200e+00
5.678391959798995359e+00,1.162027996869176683e+00
5.728643216080402389e+00,1.202421573220950890e+00
5.778894472361809420e+00,1.241525008658515672e+00
5.829145728643216451e+00,1.278423786938498008e+00
5.879396984924623482e+00,1.312146270855027108e+00
5.929648241206030512e+00,1.341683629292514723e+00
5.979899497487437543e+00,1.366012344027761172e+00
6.030150753768844574e+00,1.384118692978468346e+00
6.080402010050251604e+00,1.395024522360687191e+00
6.130653266331658635e+00,1.397813558120808652e+00
6.180904522613065666e+00,1.391657469388915436e+00
6.231155778894472697e+00,1.375840885044259831e+00
6.281407035175879727e+00,1.349784579366964943e+00
6.331658291457286758e+00,1.313066083825678021e+00
6.381909547738693789e+00,1.265437048057092451e+00
6.432160804020100819e+00,1.206836761906603828e+00
6.482412060301507850e+00,1.137401359107574228e+00
6.532663316582914881e+00,1.057468348186423768e+00
6.582914572864321912e+00,9.675762533463491133e-01
6.633165829145728942e+00,8.684592928523084954e-01
6.683417085427135973e+00,7.610371700188588440e-01
6.733668341708543004e+00,6.464001974196822431e-01
6.783919597989950034e+00,5.257901136156197808e-01
6.834170854271357065e+00,4.005770790190823494e-01
6.884422110552764096e+00,2.722334493716147552e-01
6.934673366834171127e+00,1.423050181545432724e-01
6.984924623115578157e+00,1.238049019591664496e-02
7.035175879396985188e+00,-1.159400043428335109e-01
7.085427135678392219e+00,-2.410765248152287321e-01
7.135678391959799249e+00,-3.615002371384094526e-01
7.185929648241206280e+00,-4.757628358767918009e-01
7.236180904522613311e+00,-5.825237277087980114e-01
7.286432160804020342e+00,-6.805743081210542389e-01
7.336683417085427372e+00,-7.688587578863863570e-01
7.386934673366834403e+00,-8.464908964430966076e-01
7.437185929648241434e+00,-9.127667518600375285e-01
7.487437185929648464e+00,-9.671726374647896529e-01
7.537688442211055495e+00,-1.009388659063684246e+00
7.587939698492462526e+00,-1.039287709588553987e+00
7.638190954773869557e+00,-1.056930135680767435e+00
7.688442211055276587e+00,-1.062554379143497707e+00
7.738693467336683618e+00,-1.056564001730203595e+00
7.788944723618090649e+00,-1.039511591275867231e+00
7.839195979899497679e+00,-1.012080118213017244e+00
7.889447236180904710e+00,-9.750623622277587721e-01
7.939698492462311741e+00,-9.293390581175737797e-01
7.989949748743718771e+00,-8.758564174838170402e-01
8.040201005025126690e+00,-8.156036691520811566e-01
8.090452261306532833e+00,-7.495912273084722743e-01
8.140703517587940752e+00,-6.788300440797774282e-01
8.190954773869346894e+00,-6.043126350697135551e-01
8.241206030150754813e+00,-5.269961850793281055e-01
8.291457286432160956e+00,-4.477880501539892588e-01
8.341708542713568875e+00,-3.675338747298343978e-01
8.391959798994975017e+00,-2.870084426412871093e-01
8.442211055276382936e+00,-2.069092817287707387e-01
8.492462311557789079e+00,-1.278529472445083803e-01
8.542713567839196998e+00,-5.037382242354627310e-02
8.592964824120603140e+00,2.507480167430660087e-02
8.643216080402011059e+00,9.811766824802148346e-02
8.693467336683417201e+00,1.684528684553282529e-01
8.743718592964825120e+00,2.358459088593646835e-01
8.793969849246231263e+00,3.001229305185333929e-01
8.844221105527639182e+00,3.611634767347080555e-01
8.894472361809045324e+00,4.188931895956133911e-01
8.944723618090453243e+00,4.732767838123471682e-01
8.994974874371859386e+00,5.243116017351189262e-01
9.045226130653267305e+00,5.720219980603179488e-01
9.095477386934673447e+00,6.164547392131964898e-01
9.145728643216081366e+00,6.576755335587923801e-01
9.195979899497487509e+00,6.957667374614928679e-01
9.246231155778895427e+00,7.308262118177507594e-01
9.296482412060301570e+00,7.629672369785105435e-01
9.346733668341709489e+00,7.923193337161634764e-01
9.396984924623115631e+00,8.190297865346222173e-01
9.447236180904523550e+00,8.432656252415012821e-01
9.497487437185929693e+00,8.652157929045799500e-01
9.547738693467337612e+00,8.850932141842396961e-01
9.597989949748743754e+00,9.031364780931816494e-01
9.648241206030151673e+00,9.196108634296066286e-01
9.698492462311557816e+00,9.348084628341996050e-01
9.748743718592965735e+00,9.490472014608626328e-01
9.798994974874371877e+00,9.626685969530819342e-01
9.849246231155779796e+00,9.760341666736102040e-01
9.899497487437185939e+00,9.895204534822085174e-01
9.949748743718593857e+00,1.003512710072811176e+00
1.000000000000000000e+01,1.018397351089991965e+00
