1.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.782734447466572725e-01
1.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000000e+00,3.666666666666666519e+00,-1.716618324459066036e+00
1.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000000e+00,6.333333333333333037e+00,-8.684837645667530248e-01
1.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000000e+00,9.000000000000000000e+00,-9.832125284742221361e-02
3.000000000000000000e+00,3.100000000000000089e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.383909777326142454e-01
3.000000000000000000e+00,3.100000000000000089e+00,1.000000000000000000e+00,3.666666666666666519e+00,-5.004592848123175841e+00
3.000000000000000000e+00,3.100000000000000089e+00,1.000000000000000000e+00,6.333333333333333037e+00,-9.684250441976250956e-01
3.000000000000000000e+00,3.100000000000000089e+00,1.000000000000000000e+00,9.000000000000000000e+00,7.543772528963905710e-01
5.000000000000000000e+00,5.099999999999999645e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.237845068866385123e+00
5.000000000000000000e+00,5.099999999999999645e+00,1.000000000000000000e+00,3.666666666666666519e+00,-6.476092704928581689e+00
5.000000000000000000e+00,5.099999999999999645e+00,1.000000000000000000e+00,6.333333333333333037e+00,6.829057127491278134e-01
5.000000000000000000e+00,5.099999999999999645e+00,1.000000000000000000e+00,9.000000000000000000e+00,1.489296914896524937e+00
7.000000000000000000e+00,7.099999999999999645e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.516798853106985590e+00
7.000000000000000000e+00,7.099999999999999645e+00,1.000000000000000000e+00,3.666666666666666519e+00,-7.406784587120729846e+00
7.000000000000000000e+00,7.099999999999999645e+00,1.000000000000000000e+00,6.333333333333333037e+00,1.493282999656164067e+00
7.000000000000000000e+00,7.099999999999999645e+00,1.000000000000000000e+00,9.000000000000000000e+00,3.801491274423214328e+00
9.000000000000000000e+00,9.099999999999999645e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.661103805146342260e+00
9.000000000000000000e+00,9.099999999999999645e+00,1.000000000000000000e+00,3.666666666666666519e+00,-8.226724473252273739e+00
9.000000000000000000e+00,9.099999999999999645e+00,1.000000000000000000e+00,6.333333333333333037e+00,-7.524836208367544632e-01
9.000000000000000000e+00,9.099999999999999645e+00,1.000000000000000000e+00,9.000000000000000000e+00,5.285028314172738106e+00
1.000000000000000000e+00,1.100000000000000089e+00,3.666666666666666519e+00,1.000000000000000000e+00,1.256499726569529907e+00
1.000000000000000000e+00,1.100000000000000089e+00,3.666666666666666519e+00,3.666666666666666519e+00,-1.453441456824598133e+00
1.000000000000000000e+00,1.100000000000000089e+00,3.666666666666666519e+00,6.333333333333333037e+00,2.412089235922129926e-01
1.000000000000000000e+00,1.100000000000000089e+00,3.666666666666666519e+00,9.000000000000000000e+00,2.261011529295582356e-01
3.000000000000000000e+00,3.100000000000000089e+00,3.666666666666666519e+00,1.000000000000000000e+00,4.183528932337514661e+00
3.000000000000000000e+00,3.100000000000000089e+00,3.666666666666666519e+00,3.666666666666666519e+00,-3.878565606266033861e+00
3.000000000000000000e+00,3.100000000000000089e+00,3.666666666666666519e+00,6.333333333333333037e+00,2.357443745784100653e+00
3.000000000000000000e+00,3.100000000000000089e+00,3.666666666666666519e+00,9.000000000000000000e+00,3.344382779501319458e+00
5.000000000000000000e+00,5.099999999999999645e+00,3.666666666666666519e+00,1.000000000000000000e+00,6.726946225270469704e+00
5.000000000000000000e+00,5.099999999999999645e+00,3.666666666666666519e+00,3.666666666666666519e+00,-3.839256171690105468e+00
5.000000000000000000e+00,5.099999999999999645e+00,3.666666666666666519e+00,6.333333333333333037e+00,3.842853237806100886e+00
5.000000000000000000e+00,5.099999999999999645e+00,3.666666666666666519e+00,9.000000000000000000e+00,5.586325380224297810e+00
7.000000000000000000e+00,7.099999999999999645e+00,3.666666666666666519e+00,1.000000000000000000e+00,6.952075667932214209e+00
7.000000000000000000e+00,7.099999999999999645e+00,3.666666666666666519e+00,3.666666666666666519e+00,-3.297555036025135333e+00
7.000000000000000000e+00,7.099999999999999645e+00,3.666666666666666519e+00,6.333333333333333037e+00,3.516636332853030122e+00
7.000000000000000000e+00,7.099999999999999645e+00,3.666666666666666519e+00,9.000000000000000000e+00,5.400280905582675040e+00
9.000000000000000000e+00,9.099999999999999645e+00,3.666666666666666519e+00,1.000000000000000000e+00,5.008362278059782291e+00
9.000000000000000000e+00,9.099999999999999645e+00,3.666666666666666519e+00,3.666666666666666519e+00,-4.115778259408555684e+00
9.000000000000000000e+00,9.099999999999999645e+00,3.666666666666666519e+00,6.333333333333333037e+00,1.539670908732282628e+00
9.000000000000000000e+00,9.099999999999999645e+00,3.666666666666666519e+00,9.000000000000000000e+00,3.995635641659017523e+00
1.000000000000000000e+00,1.100000000000000089e+00,6.333333333333333037e+00,1.000000000000000000e+00,7.397937356717383395e-01
1.000000000000000000e+00,1.100000000000000089e+00,6.333333333333333037e+00,3.666666666666666519e+00,-9.400421634271743931e-01
1.000000000000000000e+00,1.100000000000000089e+00,6.333333333333333037e+00,6.333333333333333037e+00,1.018536210915499618e+00
1.000000000000000000e+00,1.100000000000000089e+00,6.333333333333333037e+00,9.000000000000000000e+00,6.710045635162810163e-01
