5.000000000000000278e-02,9.822833546994204704e-03
5.710526315789474783e-01,3.919405339889075468e-01
1.092105263157894912e+00,7.641022297966615362e-01
1.613157894736842346e+00,7.962842991450107544e-01
2.134210526315789558e+00,4.177995941324345597e-01
2.655263157894736992e+00,4.441831357921691842e-02
3.176315789473684426e+00,1.148395362935727831e-01
3.697368421052631859e+00,3.980277511949702474e-01
4.218421052631579293e+00,6.929122605169247828e-01
4.739473684210526727e+00,5.425975712146106078e-01
5.260526315789474161e+00,-9.097094354167840902e-02
5.781578947368421595e+00,-3.932541651147490325e-01
6.302631578947369029e+00,-5.147582234208385454e-01
6.823684210526316463e+00,-5.908775582949084004e-01
7.344736842105263896e+00,-3.895779359451227442e-01
7.865789473684211330e+00,-3.822391184241019646e-01
8.386842105263159652e+00,-6.290658658322005881e-01
8.907894736842106198e+00,-5.481060151914034506e-01
9.428947368421052744e+00,-9.384398205148676564e-02
9.949999999999999289e+00,3.448548200862668334e-01
